,article_title,revision_id,article_quality,Country,Region,Population
6312,Dahir Riyale Kahin,1114879468,Start,Somalia,EASTERN AFRICA,17.6
6313,Mohamed Hussein Jama,1057643441,Stub,Somalia,EASTERN AFRICA,17.6
6314,Ahmed Mohamed Mohamoud,1114881150,GA,Somalia,EASTERN AFRICA,17.6
6315,Mohamed Ahmed Mohamud,1069732157,Stub,Somalia,EASTERN AFRICA,17.6
6316,Nafisat Yusuf Mohammed,1013484175,Start,Somalia,EASTERN AFRICA,17.6
6317,Ismail Haji Nour,1080319184,Stub,Somalia,EASTERN AFRICA,17.6
6318,Osman Saleban Jama,1073933365,Start,Somalia,EASTERN AFRICA,17.6
6319,Liban Yusuf Osman,1078601021,Start,Somalia,EASTERN AFRICA,17.6
6320,Ahmed Muhammad Aden Qeybe,1100656814,Stub,Somalia,EASTERN AFRICA,17.6
6321,Abdirisaq Waberi Roble,964350062,Stub,Somalia,EASTERN AFRICA,17.6
6322,Jibrell Ali Salad,1086444472,Start,Somalia,EASTERN AFRICA,17.6
6323,Abdirahman Saylici,1106387960,Stub,Somalia,EASTERN AFRICA,17.6
6324,Abdirahman Ahmed Ali Tuur,1114877231,C,Somalia,EASTERN AFRICA,17.6
6325,Faysal Ali Warabe,1105125295,C,Somalia,EASTERN AFRICA,17.6
6326,Ali Mohamed Warancadde,1050457012,Stub,Somalia,EASTERN AFRICA,17.6
6327,Ahmed Yusuf Yasin,1082812507,Stub,Somalia,EASTERN AFRICA,17.6
6328,Mohamed Yonis,1092949757,C,Somalia,EASTERN AFRICA,17.6
6329,Ali Mohamed Yussuf,1021493082,Stub,Somalia,EASTERN AFRICA,17.6
6330,Isse Ahmed Yusuf,1005192126,Stub,Somalia,EASTERN AFRICA,17.6
6331,Dulton Adams,1086408049,Stub,South Africa,SOUTHERN AFRICA,60.6
6332,Bongani Baloyi,1084870878,C,South Africa,SOUTHERN AFRICA,60.6
6333,Henry Barrington,1091913293,Start,South Africa,SOUTHERN AFRICA,60.6
6334,Japie Basson,1091913341,Start,South Africa,SOUTHERN AFRICA,60.6
6335,Christiaan Frederik Beyers,1099763792,Start,South Africa,SOUTHERN AFRICA,60.6
6336,Hendrietta Bogopane-Zulu,1091913446,Start,South Africa,SOUTHERN AFRICA,60.6
6337,Bongani Bongo,1093781956,C,South Africa,SOUTHERN AFRICA,60.6
6338,Henry Burton (South African politician),1103715218,Start,South Africa,SOUTHERN AFRICA,60.6
6339,Shaun Byneveldt,1086431155,Stub,South Africa,SOUTHERN AFRICA,60.6
6340,Marshall Campbell,1112455259,Start,South Africa,SOUTHERN AFRICA,60.6
6341,Geoffrey Cronjé,1087229553,Stub,South Africa,SOUTHERN AFRICA,60.6
6342,Rowan Cronjé,1090126948,C,South Africa,SOUTHERN AFRICA,60.6
6343,David Dichaba,1087229999,Stub,South Africa,SOUTHERN AFRICA,60.6
6344,Nhlanhla “Lux” Dlamini,,,South Africa,SOUTHERN AFRICA,60.6
6345,Stephanus Jacobus du Toit,1070184582,GA,South Africa,SOUTHERN AFRICA,60.6
6346,Jennifer Ferguson,1084878734,Start,South Africa,SOUTHERN AFRICA,60.6
6347,Benjamin Wesley Greenacre,1088248229,Stub,South Africa,SOUTHERN AFRICA,60.6
6348,Owen Horwood,1084875345,Start,South Africa,SOUTHERN AFRICA,60.6
6349,Danie Hough,1096032434,Stub,South Africa,SOUTHERN AFRICA,60.6
6350,John William Jagger,1088423836,Start,South Africa,SOUTHERN AFRICA,60.6
6351,Christina Jasson,1095281104,Start,South Africa,SOUTHERN AFRICA,60.6
6352,Makhosi Khoza,1110352747,Start,South Africa,SOUTHERN AFRICA,60.6
6353,Adam Kok III,1084880247,C,South Africa,SOUTHERN AFRICA,60.6
6354,Cornelius Kok II,1027218749,Start,South Africa,SOUTHERN AFRICA,60.6
6355,Joel Krige,1092237074,Stub,South Africa,SOUTHERN AFRICA,60.6
6356,Johannes Christoffel Krogh,1097324284,Start,South Africa,SOUTHERN AFRICA,60.6
6357,Dawid Kruiper,1084880270,Start,South Africa,SOUTHERN AFRICA,60.6
6358,Cornelis Jacobus Langenhoven,1100944645,C,South Africa,SOUTHERN AFRICA,60.6
6359,Maruping Lekwene,1088788887,Start,South Africa,SOUTHERN AFRICA,60.6
6360,Lindiwe Mabuza,1100374167,C,South Africa,SOUTHERN AFRICA,60.6
6361,Elizabeth Mafekeng,1084880274,C,South Africa,SOUTHERN AFRICA,60.6
6362,Mmusi Maimane,1115303784,GA,South Africa,SOUTHERN AFRICA,60.6
6363,Geoff Makhubo,1098843482,C,South Africa,SOUTHERN AFRICA,60.6
6364,Mabel Malherbe,1091904503,Start,South Africa,SOUTHERN AFRICA,60.6
6365,Neo Maneng,1090707645,Stub,South Africa,SOUTHERN AFRICA,60.6
6366,Themba Maseko,1084880381,Start,South Africa,SOUTHERN AFRICA,60.6
6367,Bandile Masuku,1115496162,C,South Africa,SOUTHERN AFRICA,60.6
6368,Qaqambile Matanzima,1084880360,C,South Africa,SOUTHERN AFRICA,60.6
6369,Khayelihle Mathaba,1084880305,Stub,South Africa,SOUTHERN AFRICA,60.6
6370,Graham McIntosh,1071895270,C,South Africa,SOUTHERN AFRICA,60.6
6371,Ntombi Lentheng Mekgwe,1084875290,Stub,South Africa,SOUTHERN AFRICA,60.6
6372,Jan Meyer,1100262444,B,South Africa,SOUTHERN AFRICA,60.6
6373,Clarence Mini,1084878322,C,South Africa,SOUTHERN AFRICA,60.6
6374,Wilton Mkwayi,1101374740,C,South Africa,SOUTHERN AFRICA,60.6
6375,Zwakele Mncwango,1114285475,C,South Africa,SOUTHERN AFRICA,60.6
6376,Ellen Molekane,1084871818,Stub,South Africa,SOUTHERN AFRICA,60.6
6377,Silas Molema,1087407617,Start,South Africa,SOUTHERN AFRICA,60.6
6378,John Moodey,1098205766,C,South Africa,SOUTHERN AFRICA,60.6
6379,Frederick Moor,1086100029,Start,South Africa,SOUTHERN AFRICA,60.6
6380,Viola Motsumi,1084876921,Start,South Africa,SOUTHERN AFRICA,60.6
6381,Dali Mpofu,1113078843,Start,South Africa,SOUTHERN AFRICA,60.6
6382,Mpumi Mpofu,1084874811,Stub,South Africa,SOUTHERN AFRICA,60.6
6383,Bongani Msomi,1084870895,Stub,South Africa,SOUTHERN AFRICA,60.6
6384,Prema Naidoo,1086619086,Start,South Africa,SOUTHERN AFRICA,60.6
6385,Sister Bernard Ncube,1092981088,C,South Africa,SOUTHERN AFRICA,60.6
6386,John Nkadimeng,1106722224,Start,South Africa,SOUTHERN AFRICA,60.6
6387,Sibongile Judith Nkomo,1112786688,Stub,South Africa,SOUTHERN AFRICA,60.6
6388,Stafford Parker,1105552581,Start,South Africa,SOUTHERN AFRICA,60.6
6389,Fawzia Peer,1084880279,Stub,South Africa,SOUTHERN AFRICA,60.6
6390,Penny Penny,1092903833,Start,South Africa,SOUTHERN AFRICA,60.6
6391,Pieter Gysbert Noodt,975860917,Stub,South Africa,SOUTHERN AFRICA,60.6
6392,Amichand Rajbansi,1066986085,C,South Africa,SOUTHERN AFRICA,60.6
6393,JN Reddy (politician),1113392946,GA,South Africa,SOUTHERN AFRICA,60.6
6394,Zamani Saul,1084877243,Start,South Africa,SOUTHERN AFRICA,60.6
6395,Helen Sauls-August,1098455848,Stub,South Africa,SOUTHERN AFRICA,60.6
6396,Charles Saunders (colonial administrator),1098520391,Start,South Africa,SOUTHERN AFRICA,60.6
6397,Floyd Shivambu,1093791445,C,South Africa,SOUTHERN AFRICA,60.6
6398,Archie Sibeko,1096673163,C,South Africa,SOUTHERN AFRICA,60.6
6399,Letitia Sibeko,1107939937,Start,South Africa,SOUTHERN AFRICA,60.6
6400,Edward Philip Solomon,1106269773,Start,South Africa,SOUTHERN AFRICA,60.6
6401,Max Sonnenberg,1096328535,Start,South Africa,SOUTHERN AFRICA,60.6
6402,Walter Stanford,1112747607,C,South Africa,SOUTHERN AFRICA,60.6
6403,Richard Stuttaford,980482363,Start,South Africa,SOUTHERN AFRICA,60.6
6404,Michael Tellinger,1102506186,Start,South Africa,SOUTHERN AFRICA,60.6
6405,Moses Twebe,1084874768,Stub,South Africa,SOUTHERN AFRICA,60.6
6406,Johannes Hendrikus Viljoen,1091590968,Stub,South Africa,SOUTHERN AFRICA,60.6
6407,Andries Waterboer,1084880251,Start,South Africa,SOUTHERN AFRICA,60.6
6408,Nicolaas Waterboer,1105620135,Start,South Africa,SOUTHERN AFRICA,60.6
6409,Alan Winde,1107724739,GA,South Africa,SOUTHERN AFRICA,60.6
6410,Thuli Dladla,1046068469,Stub,South Africa,SOUTHERN AFRICA,60.6
6411,Paul Dlamini,1081249695,Stub,South Africa,SOUTHERN AFRICA,60.6
6412,Prince Sozisa Dlamini,808556266,B,South Africa,SOUTHERN AFRICA,60.6
6413,Njabulo Mabuza,1081249733,Stub,South Africa,SOUTHERN AFRICA,60.6
6414,Themba Masuku,1092838946,Start,South Africa,SOUTHERN AFRICA,60.6
6415,Charles Myeza,1112285121,Stub,South Africa,SOUTHERN AFRICA,60.6
6416,Ben Nsibandze,1100374538,Stub,South Africa,SOUTHERN AFRICA,60.6
6417,Jackson Abugo,1095291739,Stub,South Sudan,EASTERN AFRICA,10.9
6418,Anisia Achieng,1101103198,Start,South Sudan,EASTERN AFRICA,10.9
6419,Emmanuel Adil Anthony,1112647227,Start,South Sudan,EASTERN AFRICA,10.9
6420,Africano Mande Gedima,1115247401,C,South Sudan,EASTERN AFRICA,10.9
6421,Angelo Dayu Agor,1078042589,Stub,South Sudan,EASTERN AFRICA,10.9
6422,Morris Yel Akol,1084078778,Stub,South Sudan,EASTERN AFRICA,10.9
6423,Wol Akec Akol,1093916563,Stub,South Sudan,EASTERN AFRICA,10.9
6424,Deng Deng Akon,1107221543,Stub,South Sudan,EASTERN AFRICA,10.9
6425,Mayol Kur Akuei,1044511023,Stub,South Sudan,EASTERN AFRICA,10.9
6426,Obuch Ojwok Akuo,1065212992,Stub,South Sudan,EASTERN AFRICA,10.9
6427,Albino Bol,1105090334,Stub,South Sudan,EASTERN AFRICA,10.9
6428,Jacob Aligo,1095292336,Stub,South Sudan,EASTERN AFRICA,10.9
6429,Paul Malong Awan,1105447742,C,South Sudan,EASTERN AFRICA,10.9
6430,Ayaa Benjamin Warille,1113514909,Stub,South Sudan,EASTERN AFRICA,10.9
6431,Joseph Bakosoro,1113578914,Stub,South Sudan,EASTERN AFRICA,10.9
6432,Francis Barsan,1078637416,Stub,South Sudan,EASTERN AFRICA,10.9
6433,Tito Biel,1055829953,Start,South Sudan,EASTERN AFRICA,10.9
6434,Abraham Makoi Bol,919546351,Stub,South Sudan,EASTERN AFRICA,10.9
6435,Theresa Anyuat Bola,1090872160,Stub,South Sudan,EASTERN AFRICA,10.9
6436,Mary Boyoi,1104061850,Start,South Sudan,EASTERN AFRICA,10.9
6437,Paul Lodu Bureng,1086320016,Stub,South Sudan,EASTERN AFRICA,10.9
6438,Cirino Hiteng Ofuho,1106297094,Start,South Sudan,EASTERN AFRICA,10.9
6439,Nyandeng Malek Deliech,1090872164,Start,South Sudan,EASTERN AFRICA,10.9
6440,Deng Deng Akuei,919471963,Stub,South Sudan,EASTERN AFRICA,10.9
6441,William Deng Nhial,1114800318,C,South Sudan,EASTERN AFRICA,10.9
6442,Aldo Deng,1032863130,Start,South Sudan,EASTERN AFRICA,10.9
6443,Ronald Ruai Deng,919609685,Stub,South Sudan,EASTERN AFRICA,10.9
6444,Teker Riek Dong,918811425,Stub,South Sudan,EASTERN AFRICA,10.9
6445,John Malish Dujuk,1108659929,Stub,South Sudan,EASTERN AFRICA,10.9
6446,George Echom,1067331237,Start,South Sudan,EASTERN AFRICA,10.9
6447,Baptist Sabit Frances,1068382948,Stub,South Sudan,EASTERN AFRICA,10.9
6448,Taban Deng Gai,1113427102,GA,South Sudan,EASTERN AFRICA,10.9
6449,Jacob Kuwinsuk Gale,1108503934,Stub,South Sudan,EASTERN AFRICA,10.9
6450,Joseph Garang,1099266151,Start,South Sudan,EASTERN AFRICA,10.9
6451,Isaac Cleto Hassan,1099791155,Stub,South Sudan,EASTERN AFRICA,10.9
6452,Rezik Zechariah Hassan,949043206,Stub,South Sudan,EASTERN AFRICA,10.9
6453,Sarah Cleto Hassan,1111889684,Start,South Sudan,EASTERN AFRICA,10.9
6454,Emmanuel Ija,1095984007,Stub,South Sudan,EASTERN AFRICA,10.9
6455,Aggrey Jaden,1059224881,Start,South Sudan,EASTERN AFRICA,10.9
6456,Chol Tong Mayay Jang,888292366,Stub,South Sudan,EASTERN AFRICA,10.9
6457,Timothy Taban Juch,1058136616,Stub,South Sudan,EASTERN AFRICA,10.9
6458,Michael Roberto Kenyi,1087319671,Stub,South Sudan,EASTERN AFRICA,10.9
6459,Salva Kiir Mayardit,1115281646,C,South Sudan,EASTERN AFRICA,10.9
6460,Peter Bol Koang,918743234,Stub,South Sudan,EASTERN AFRICA,10.9
6461,Clement Wani Konga,1102830572,Stub,South Sudan,EASTERN AFRICA,10.9
6462,Baba Medan Konya,919549108,Stub,South Sudan,EASTERN AFRICA,10.9
6463,Kuol Deim Kuol,1006056090,Stub,South Sudan,EASTERN AFRICA,10.9
6464,Samson L. Kwaje,1055834802,Start,South Sudan,EASTERN AFRICA,10.9
6465,Felix Ladu,1091814441,Stub,South Sudan,EASTERN AFRICA,10.9
6466,Paterno Legge,1075466143,Stub,South Sudan,EASTERN AFRICA,10.9
6467,Stephen Lemi Lokuron,1075465380,Stub,South Sudan,EASTERN AFRICA,10.9
6468,Natisio Loluke,919628419,Stub,South Sudan,EASTERN AFRICA,10.9
6469,Joseph Lual Acuil,1063289231,Start,South Sudan,EASTERN AFRICA,10.9
6470,Vincent Kujo Lubong,1069101167,Stub,South Sudan,EASTERN AFRICA,10.9
6471,Mabior Garang De-Mabior,1113657913,Start,South Sudan,EASTERN AFRICA,10.9
6472,Mary Karlino Madut,1094131882,Stub,South Sudan,EASTERN AFRICA,10.9
6473,Simon Mijok Majak,1100729735,Stub,South Sudan,EASTERN AFRICA,10.9
6474,Madang Majok,930031820,Stub,South Sudan,EASTERN AFRICA,10.9
6475,Abraham Gum Makuach,1112713366,Stub,South Sudan,EASTERN AFRICA,10.9
6476,Juma Ali Malou,919560655,Stub,South Sudan,EASTERN AFRICA,10.9
6477,Mary Mawai,1105243093,Stub,South Sudan,EASTERN AFRICA,10.9
6478,James Ajongo Mawut,1093453653,Stub,South Sudan,EASTERN AFRICA,10.9
6479,Peter Mayen,1109187939,Stub,South Sudan,EASTERN AFRICA,10.9
6480,Juliet Raphael Michael,1094131128,Stub,South Sudan,EASTERN AFRICA,10.9
6481,John Peter Miskin,1091499255,Stub,South Sudan,EASTERN AFRICA,10.9
6482,Afikaano Monday,919576350,Stub,South Sudan,EASTERN AFRICA,10.9
6483,Joseph Monytuil,1103909978,Stub,South Sudan,EASTERN AFRICA,10.9
6484,Hellen Murshali,1103920974,Stub,South Sudan,EASTERN AFRICA,10.9
6485,Paulino Matip Nhial,1109450057,GA,South Sudan,EASTERN AFRICA,10.9
6486,Elias Waya Nyipuoc,960248404,Start,South Sudan,EASTERN AFRICA,10.9
6487,Rebecca Joshua Okwaci,1078883066,Start,South Sudan,EASTERN AFRICA,10.9
6488,Nathaniel Oyet,1113434840,Stub,South Sudan,EASTERN AFRICA,10.9
6489,Joseph Nyiegele Pacifo,929980362,Stub,South Sudan,EASTERN AFRICA,10.9
6490,Bona Panek,919581650,Stub,South Sudan,EASTERN AFRICA,10.9
6491,Ajonye Paperture,1024512303,Stub,South Sudan,EASTERN AFRICA,10.9
6492,Paulino Lukudu Obede,1105374820,Stub,South Sudan,EASTERN AFRICA,10.9
6493,Simon Kun Puoch,1032614087,Stub,South Sudan,EASTERN AFRICA,10.9
6494,Patrick Raphael,918739405,Stub,South Sudan,EASTERN AFRICA,10.9
6495,Richard Remo,1068134189,Stub,South Sudan,EASTERN AFRICA,10.9
6496,Ruben Madol Arol Kachuol,1096745777,Start,South Sudan,EASTERN AFRICA,10.9
6497,Adil Athanasio Surrur,1106626605,Stub,South Sudan,EASTERN AFRICA,10.9
6498,John Lodu Tombe,1075472084,Stub,South Sudan,EASTERN AFRICA,10.9
6499,Tong Akeen Ngor,1049724514,Stub,South Sudan,EASTERN AFRICA,10.9
6500,Dier Tong Ngor,1110997068,Stub,South Sudan,EASTERN AFRICA,10.9
6501,Michael Tongun,1080331759,Stub,South Sudan,EASTERN AFRICA,10.9
6502,James Tor Monybuny,1005891533,Start,South Sudan,EASTERN AFRICA,10.9
6503,Rin Tuec,919609346,Stub,South Sudan,EASTERN AFRICA,10.9
6504,Efisio Kon Uguak,1075404348,Stub,South Sudan,EASTERN AFRICA,10.9
6505,Augustino Jadalla Wani,1094862433,Stub,South Sudan,EASTERN AFRICA,10.9
6506,Manasseh Lomole Waya,1096606367,Stub,South Sudan,EASTERN AFRICA,10.9
6507,Juma Saeed Worju,967664366,Stub,South Sudan,EASTERN AFRICA,10.9
6508,Justin Yak,1110072478,Stub,South Sudan,EASTERN AFRICA,10.9
6509,Claro Abánades López,1113779647,FA,Spain,SOUTHERN EUROPE,47.4
6510,Joaquín Abarca,1033407869,Stub,Spain,SOUTHERN EUROPE,47.4
6511,Domingo de Acassuso,1093900852,Start,Spain,SOUTHERN EUROPE,47.4
6512,Pedro Acedo Penco,1084146623,Stub,Spain,SOUTHERN EUROPE,47.4
6513,Sofía Acedo Reyes,1082213275,Start,Spain,SOUTHERN EUROPE,47.4
6514,Rodolfo Aínsa,1101221364,Stub,Spain,SOUTHERN EUROPE,47.4
6515,Luis Alarcón de la Lastra,1104137934,C,Spain,SOUTHERN EUROPE,47.4
6516,Gil Álvarez Carrillo de Albornoz,1097643747,C,Spain,SOUTHERN EUROPE,47.4
6517,Luis Almarcha Hernández,1068994303,Start,Spain,SOUTHERN EUROPE,47.4
6518,Alonso III Fonseca,1095942154,Start,Spain,SOUTHERN EUROPE,47.4
6519,Ana Alós,1101011811,Start,Spain,SOUTHERN EUROPE,47.4
6520,"Fadrique de Toledo, 1st Marquess of Valdueza",1068945024,Start,Spain,SOUTHERN EUROPE,47.4
6521,"Fernando Álvarez de Toledo, 3rd Duke of Alba",1110129320,C,Spain,SOUTHERN EUROPE,47.4
6522,García Álvarez de Toledo y Osorio,1095787511,Start,Spain,SOUTHERN EUROPE,47.4
6523,"García de Toledo Osorio, 6th Marquess of Villafranca",1045635951,Start,Spain,SOUTHERN EUROPE,47.4
6524,"Pedro de Toledo Osorio, 5th Marquess of Villafranca",1104843127,Start,Spain,SOUTHERN EUROPE,47.4
6525,Diego de Alvear y Ponce de León,1109548816,C,Spain,SOUTHERN EUROPE,47.4
6526,Martín de Álzaga,1114852877,C,Spain,SOUTHERN EUROPE,47.4
6527,Antonio Gutiérrez y Ulloa,1105274896,C,Spain,SOUTHERN EUROPE,47.4
6528,Buenaventura Carlos Aribau,988474574,Stub,Spain,SOUTHERN EUROPE,47.4
6529,Manuel de Aróstegui Sáenz de Olamendi,1096423662,Stub,Spain,SOUTHERN EUROPE,47.4
6530,Antonio Arrúe Zarauz,1113779972,FA,Spain,SOUTHERN EUROPE,47.4
6531,Eduardo Asquerino,1059034676,Stub,Spain,SOUTHERN EUROPE,47.4
6532,Lourdes Auzmendi,1029806372,Start,Spain,SOUTHERN EUROPE,47.4
6533,Vicente Bacallar,1083620426,C,Spain,SOUTHERN EUROPE,47.4
6534,Ignacio Baleztena Ascárate,1114317297,FA,Spain,SOUTHERN EUROPE,47.4
6535,Atanasio Ballesteros,1108477980,Stub,Spain,SOUTHERN EUROPE,47.4
6536,"José Baquíjano y Carrillo, Count of Vistaflorida",1093246879,Start,Spain,SOUTHERN EUROPE,47.4
6537,Juan Palarea y Blanes,1110529907,Start,Spain,SOUTHERN EUROPE,47.4
6538,Joseph Blás de Gainza,993600864,Stub,Spain,SOUTHERN EUROPE,47.4
6539,Juan Antonio Bolea,1100828029,Stub,Spain,SOUTHERN EUROPE,47.4
6540,Gaspar de Borja y Velasco,1104699341,C,Spain,SOUTHERN EUROPE,47.4
6541,"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1070343072,Start,Spain,SOUTHERN EUROPE,47.4
6542,Blas Camacho,1101437075,Stub,Spain,SOUTHERN EUROPE,47.4
6543,José Manuel Campa,1074156210,Start,Spain,SOUTHERN EUROPE,47.4
6544,Mateu Cañellas,1099176383,Start,Spain,SOUTHERN EUROPE,47.4
6545,Antonio Carro Martínez,1104381249,Stub,Spain,SOUTHERN EUROPE,47.4
6546,"Nicolás de Carvajal, Marquis of Sarria",1098105485,Start,Spain,SOUTHERN EUROPE,47.4
6547,Francesc de Castellví i de Vic,1066124922,Stub,Spain,SOUTHERN EUROPE,47.4
6548,Yaiza Castilla Herrera,1114401468,Stub,Spain,SOUTHERN EUROPE,47.4
6549,"Juan Francisco de la Cerda, 8th Duke of Medinaceli",1105892119,Start,Spain,SOUTHERN EUROPE,47.4
6550,"Luis Francisco de la Cerda, 9th Duke of Medinaceli",1101260163,Start,Spain,SOUTHERN EUROPE,47.4
6551,Ramón Chíes,1093542725,Start,Spain,SOUTHERN EUROPE,47.4
6552,Diego Clemencín,1081213360,Start,Spain,SOUTHERN EUROPE,47.4
6553,Octavio Cuartero Cifuentes,1096425264,Stub,Spain,SOUTHERN EUROPE,47.4
6554,"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",1084945739,Start,Spain,SOUTHERN EUROPE,47.4
6555,Fernando de Parias Merry,1102909033,Stub,Spain,SOUTHERN EUROPE,47.4
6556,Rafael Díez de la Cortina y Olaeta,1112390753,FA,Spain,SOUTHERN EUROPE,47.4
6557,Teresa Domingo Segarra,1091720186,Stub,Spain,SOUTHERN EUROPE,47.4
6558,Juan Donoso Cortés,1106894631,C,Spain,SOUTHERN EUROPE,47.4
6559,Horacio Echevarrieta,1046893081,C,Spain,SOUTHERN EUROPE,47.4
6560,Julián Elorza Aizpuru,1111274553,FA,Spain,SOUTHERN EUROPE,47.4
6561,Juan de Escobedo,1043838278,Start,Spain,SOUTHERN EUROPE,47.4
6562,Juan Escoiquiz,1032123165,Start,Spain,SOUTHERN EUROPE,47.4
6563,Gaspar de Espinosa,1068983396,Start,Spain,SOUTHERN EUROPE,47.4
6564,Víctor Eusa Razquin,1113527776,FA,Spain,SOUTHERN EUROPE,47.4
6565,Carlos Fabra Carreras,1088684877,C,Spain,SOUTHERN EUROPE,47.4
6566,"Diego Felipez de Guzmán, 1st Marquess of Leganés",1096106290,C,Spain,SOUTHERN EUROPE,47.4
6567,Miguel Ángel Fernández-Palacios,1101094299,Start,Spain,SOUTHERN EUROPE,47.4
6568,"Fernando Gómez (footballer, born 1965)",1098126018,C,Spain,SOUTHERN EUROPE,47.4
6569,Antonio Flores de Lemus,1069012803,Start,Spain,SOUTHERN EUROPE,47.4
6570,Josep Fornas,1100828052,Stub,Spain,SOUTHERN EUROPE,47.4
6571,Chato Galante,1110515122,Stub,Spain,SOUTHERN EUROPE,47.4
6572,Guillermo Galeote,1099982046,Stub,Spain,SOUTHERN EUROPE,47.4
6573,Mar Garcia,1069863344,C,Spain,SOUTHERN EUROPE,47.4
6574,Álvaro Gil-Robles,1068958543,Start,Spain,SOUTHERN EUROPE,47.4
6575,Magda Godia,1101223631,Start,Spain,SOUTHERN EUROPE,47.4
6576,Juan Carlos Guerra Zunzunegui,1104380457,Stub,Spain,SOUTHERN EUROPE,47.4
6577,"Gaspar Méndez de Haro, 7th Marquis of Carpio",1019104410,C,Spain,SOUTHERN EUROPE,47.4
6578,"Pedro Henriquez de Acevedo, Count of Fuentes",1103929563,Start,Spain,SOUTHERN EUROPE,47.4
6579,Pedro de Herrera,1059696308,Stub,Spain,SOUTHERN EUROPE,47.4
6580,Eleazar Huerta Valcárcel,1069026111,Stub,Spain,SOUTHERN EUROPE,47.4
6581,Javier Imbroda,1109934881,Stub,Spain,SOUTHERN EUROPE,47.4
6582,Blas Infante,1090235807,Start,Spain,SOUTHERN EUROPE,47.4
6583,Erasmo Janer Gironella,1107107927,FA,Spain,SOUTHERN EUROPE,47.4
6584,Manuel Jiménez de Parga,1096109133,Stub,Spain,SOUTHERN EUROPE,47.4
6585,Joaquín Jiménez Hidalgo,1100828477,Stub,Spain,SOUTHERN EUROPE,47.4
6586,Alejandro Lamalfa,1098665055,Stub,Spain,SOUTHERN EUROPE,47.4
6587,Ignacio Hernando de Larramendi y Montiano,1109395465,FA,Spain,SOUTHERN EUROPE,47.4
6588,Bernardino León,1080860368,C,Spain,SOUTHERN EUROPE,47.4
6589,Hernando de Lerma,1096116275,Start,Spain,SOUTHERN EUROPE,47.4
6590,José Pascual de Liñán y Eguizábal,1111270449,FA,Spain,SOUTHERN EUROPE,47.4
6591,José Luis Liso,1099829902,Stub,Spain,SOUTHERN EUROPE,47.4
6592,José María Llanos,1114408218,Stub,Spain,SOUTHERN EUROPE,47.4
6593,Carmen Llorca,1084910372,Stub,Spain,SOUTHERN EUROPE,47.4
6594,Pero López de Ayala,1096106599,Start,Spain,SOUTHERN EUROPE,47.4
6595,Álvaro de Luna,1096639628,C,Spain,SOUTHERN EUROPE,47.4
6596,"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",1043098967,Start,Spain,SOUTHERN EUROPE,47.4
6597,Xabier Markiegi,1113721723,Stub,Spain,SOUTHERN EUROPE,47.4
6598,Manuel Marliani,1062865219,Stub,Spain,SOUTHERN EUROPE,47.4
6599,Marquis of Amboage,1086094474,Stub,Spain,SOUTHERN EUROPE,47.4
6600,Ignacio Martín Amaro,1103971165,Stub,Spain,SOUTHERN EUROPE,47.4
6601,Luis Méndez de Haro,1103527874,Start,Spain,SOUTHERN EUROPE,47.4
6602,Bernardino de Mendoza,1114691610,Start,Spain,SOUTHERN EUROPE,47.4
6603,Marcelino Menéndez y Pelayo,1096446601,C,Spain,SOUTHERN EUROPE,47.4
6604,Gabriel Milan,1065174231,B,Spain,SOUTHERN EUROPE,47.4
6605,Luis Minguela,1110850781,Start,Spain,SOUTHERN EUROPE,47.4
6606,Salvador Minguijón Adrián,1113473296,FA,Spain,SOUTHERN EUROPE,47.4
6607,Pep Mòdol,1104404965,Stub,Spain,SOUTHERN EUROPE,47.4
6608,Rafael Montoro,1107203065,Stub,Spain,SOUTHERN EUROPE,47.4
6609,Guillermo Morphy,1066444598,C,Spain,SOUTHERN EUROPE,47.4
6610,Pere Navarro Olivella,1084603008,Start,Spain,SOUTHERN EUROPE,47.4
6611,Juan Everardo Nithard,1103547500,Start,Spain,SOUTHERN EUROPE,47.4
6612,Pablo de Olavide,1112996673,Start,Spain,SOUTHERN EUROPE,47.4
6613,José María de Orbe y Gaytán,1111269697,FA,Spain,SOUTHERN EUROPE,47.4
6614,Álvaro d'Ors Pérez-Peix,1106358929,FA,Spain,SOUTHERN EUROPE,47.4
6615,Félix Ortega Fernández,1083313299,Stub,Spain,SOUTHERN EUROPE,47.4
6616,Román Oyarzun Oyarzun,1112985729,FA,Spain,SOUTHERN EUROPE,47.4
6617,Juan Pacheco,1050728168,C,Spain,SOUTHERN EUROPE,47.4
6618,Berenguer de Palou II,1059003082,Start,Spain,SOUTHERN EUROPE,47.4
6619,Javier María Pascual Ibañez,1088789363,FA,Spain,SOUTHERN EUROPE,47.4
6620,Pedro Antonio de Aragón,1093371088,Start,Spain,SOUTHERN EUROPE,47.4
6621,José Pellicer Gandía,1112951182,Stub,Spain,SOUTHERN EUROPE,47.4
6622,Juan Manuel de la Peña Bonifaz,1110216579,Start,Spain,SOUTHERN EUROPE,47.4
6623,Antonio Pérez (statesman),1112055320,B,Spain,SOUTHERN EUROPE,47.4
6624,Antonio Victor Pildáin y Zapiáin,1115030339,Stub,Spain,SOUTHERN EUROPE,47.4
